,BUS_1 Load,BUS_2 Load,BUS_3 Load,BUS_4 Load,BUS_5 Load
2025-06-20 6:00,55.03333333,110,0,50,220
2025-06-20 7:00,61.7,15,0,50,220
2025-06-20 8:00,57.83333333,20,100,75,280
2025-06-20 9:00,62.33333333,155,100,75,280
2025-06-20 10:00,66.23333333,105,100,75,280
2025-06-20 11:00,65.1,240,100,75,280
2025-06-20 12:00,63.56666667,235,100,75,280
2025-06-20 13:00,60.36666667,140,100,75,280
2025-06-20 14:00,58.26666667,230,100,75,280
2025-06-20 15:00,63.43333333,75,100,75,280
2025-06-20 16:00,54.4,100,100,75,280
2025-06-20 17:00,57.06666667,40,100,75,280
2025-06-20 18:00,60.4,90,100,50,280
2025-06-20 19:00,57.73333333,85,100,50,280
2025-06-20 20:00,50.43333333,5,100,50,280
2025-06-20 21:00,65.83333333,145,100,50,280
2025-06-20 22:00,60.13333333,5,100,50,280
2025-06-20 23:00,65.06666667,130,100,50,280
2025-06-21 0:00,53.33333333,130,0,50,220
2025-06-21 1:00,51.63333333,210,0,50,220
2025-06-21 2:00,66.13333333,170,0,50,220
2025-06-21 3:00,61.93333333,190,0,50,220
2025-06-21 4:00,60.83333333,185,0,50,220
2025-06-21 5:00,58.06666667,40,0,50,220
2025-06-21 6:00,61.8,130,0,50,220
2025-06-21 7:00,57.4,15,0,50,220
2025-06-21 8:00,63.2,165,100,75,280
2025-06-21 9:00,57.36666667,40,100,75,280
2025-06-21 10:00,57.9,70,100,75,280
2025-06-21 11:00,58.2,215,100,75,280
2025-06-21 12:00,57.76666667,170,100,75,280
2025-06-21 13:00,60.1,240,100,75,280
2025-06-21 14:00,65.23333333,230,100,75,280
2025-06-21 15:00,55.53333333,240,100,75,280
2025-06-21 16:00,56.56666667,130,100,75,280
2025-06-21 17:00,64.33333333,140,100,75,280
2025-06-21 18:00,63.2,20,100,50,280
2025-06-21 19:00,53.63333333,65,100,50,280
2025-06-21 20:00,63.16666667,135,100,50,280
2025-06-21 21:00,64.56666667,250,100,50,280
2025-06-21 22:00,50.53333333,30,100,50,280
2025-06-21 23:00,57.63333333,65,100,50,280
2025-06-22 0:00,56.76666667,185,0,50,220
2025-06-22 1:00,53.96666667,165,0,50,220
2025-06-22 2:00,63.63333333,190,0,50,220
2025-06-22 3:00,64.96666667,110,0,50,220
2025-06-22 4:00,59,125,0,50,220
2025-06-22 5:00,53.1,100,0,50,220
2025-06-22 6:00,56,75,0,50,220
2025-06-22 7:00,52.33333333,140,0,50,220
2025-06-22 8:00,64.36666667,120,100,75,280
2025-06-22 9:00,62.1,15,100,75,280
2025-06-22 10:00,63.43333333,180,100,75,280
2025-06-22 11:00,59.3,15,100,75,280
2025-06-22 12:00,60.33333333,100,100,75,280
2025-06-22 13:00,51.53333333,220,100,75,280
2025-06-22 14:00,63.36666667,170,100,75,280
2025-06-22 15:00,65.83333333,205,100,75,280
2025-06-22 16:00,66.43333333,115,100,75,280
2025-06-22 17:00,64.16666667,135,100,75,280
2025-06-22 18:00,58.63333333,150,100,50,280
2025-06-22 19:00,56.4,235,100,50,280
2025-06-22 20:00,54.36666667,20,100,50,280
2025-06-22 21:00,64.23333333,190,100,50,280
2025-06-22 22:00,65,205,100,50,280
2025-06-22 23:00,56.23333333,185,100,50,280
2025-06-23 0:00,50.03333333,170,0,50,220
2025-06-23 1:00,57.3,180,0,50,220
2025-06-23 2:00,61.63333333,235,0,50,220
2025-06-23 3:00,59.4,85,0,50,220
2025-06-23 4:00,59.53333333,175,0,50,220
2025-06-23 5:00,51.56666667,75,0,50,220
2025-06-23 6:00,62.36666667,205,0,50,220
2025-06-23 7:00,50.23333333,215,0,50,220
2025-06-23 8:00,65.43333333,185,100,75,280
2025-06-23 9:00,54.26666667,15,100,75,280
2025-06-23 10:00,58.76666667,170,100,75,280
2025-06-23 11:00,62,15,100,75,280
2025-06-23 12:00,62.33333333,155,100,75,280
2025-06-23 13:00,62.36666667,160,100,75,280
2025-06-23 14:00,60.93333333,185,100,75,280
2025-06-23 15:00,52.06666667,230,100,75,280
2025-06-23 16:00,53.43333333,65,100,75,280
2025-06-23 17:00,55.76666667,25,100,75,280
2025-06-23 18:00,56.9,70,100,50,280
2025-06-23 19:00,62.56666667,75,100,50,280
2025-06-23 20:00,66.43333333,70,100,50,280
2025-06-23 21:00,51.73333333,50,100,50,280
2025-06-23 22:00,52.36666667,235,100,50,280
2025-06-23 23:00,64.5,130,100,50,280
2025-06-24 0:00,63.4,150,0,50,220
2025-06-24 1:00,55.33333333,5,0,50,220
2025-06-24 2:00,61.2,220,0,50,220
2025-06-24 3:00,59.86666667,115,0,50,220
2025-06-24 4:00,50.2,40,0,50,220
2025-06-24 5:00,64.43333333,245,0,50,220
2025-06-24 6:00,56.03333333,165,0,50,220
2025-06-24 7:00,61.46666667,40,0,50,220
2025-06-24 8:00,63.66666667,50,100,75,280
2025-06-24 9:00,57.83333333,80,100,75,280
2025-06-24 10:00,59.36666667,65,100,75,280
2025-06-24 11:00,58.6,230,100,75,280
2025-06-24 12:00,51,35,100,75,280
2025-06-24 13:00,58.23333333,90,100,75,280
2025-06-24 14:00,64,85,100,75,280
2025-06-24 15:00,61.26666667,10,100,75,280
2025-06-24 16:00,61.06666667,180,100,75,280
2025-06-24 17:00,66.1,15,100,75,280
2025-06-24 18:00,61.23333333,50,100,50,280
2025-06-24 19:00,53.3,230,100,50,280
2025-06-24 20:00,60.83333333,95,100,50,280
2025-06-24 21:00,58.1,95,100,50,280
2025-06-24 22:00,59.5,70,100,50,280
2025-06-24 23:00,63.4,10,100,50,280
2025-06-25 0:00,58.46666667,20,0,50,220
2025-06-25 1:00,52.03333333,85,0,50,220
2025-06-25 2:00,59.5,55,0,50,220
2025-06-25 3:00,56.46666667,245,0,50,220
2025-06-25 4:00,58.9,250,0,50,220
2025-06-25 5:00,52,60,0,50,220
2025-06-25 6:00,54.26666667,190,0,50,220
2025-06-25 7:00,54.63333333,220,0,50,220
2025-06-25 8:00,60.06666667,245,100,75,280
2025-06-25 9:00,51.8,240,100,75,280
2025-06-25 10:00,50.13333333,190,100,75,280
2025-06-25 11:00,63.73333333,55,100,75,280
2025-06-25 12:00,50.33333333,80,100,75,280
2025-06-25 13:00,66.33333333,95,100,75,280
2025-06-25 14:00,52.66666667,80,100,75,280
2025-06-25 15:00,62.76666667,25,100,75,280
2025-06-25 16:00,52.66666667,230,100,75,280
2025-06-25 17:00,54.36666667,170,100,75,280
2025-06-25 18:00,53.1,190,100,50,280
2025-06-25 19:00,57.8,170,100,50,280
2025-06-25 20:00,58.63333333,140,100,50,280
2025-06-25 21:00,52.6,110,100,50,280
2025-06-25 22:00,55.86666667,180,100,50,280
2025-06-25 23:00,65.16666667,35,100,50,280
2025-06-26 0:00,65.93333333,145,0,50,220
2025-06-26 1:00,64.33333333,240,0,50,220
2025-06-26 2:00,50.46666667,165,0,50,220
2025-06-26 3:00,64.96666667,30,0,50,220
2025-06-26 4:00,65.06666667,95,0,50,220
2025-06-26 5:00,58.23333333,205,0,50,220
2025-06-26 6:00,66.16666667,205,0,50,220
2025-06-26 7:00,66.43333333,110,0,50,220
2025-06-26 8:00,64.1,110,100,75,280
2025-06-26 9:00,63.46666667,220,100,75,280
2025-06-26 10:00,56.06666667,40,100,75,280
2025-06-26 11:00,62.46666667,160,100,75,280
2025-06-26 12:00,56.4,155,100,75,280
2025-06-26 13:00,60.46666667,95,100,75,280
2025-06-26 14:00,65.9,25,100,75,280
2025-06-26 15:00,64.26666667,215,100,75,280
2025-06-26 16:00,60.43333333,195,100,75,280
2025-06-26 17:00,63.26666667,50,100,75,280
2025-06-26 18:00,52.66666667,245,100,50,280
2025-06-26 19:00,61.36666667,180,100,50,280
2025-06-26 20:00,56.33333333,215,100,50,280
2025-06-26 21:00,65.13333333,200,100,50,280
2025-06-26 22:00,57.03333333,200,100,50,280
2025-06-26 23:00,59.06666667,170,100,50,280
2025-06-27 0:00,63.63333333,135,0,50,220
2025-06-27 1:00,60.03333333,115,0,50,220
2025-06-27 2:00,64.03333333,135,0,50,220
2025-06-27 3:00,64.73333333,230,0,50,220
2025-06-27 4:00,53.86666667,40,0,50,220
2025-06-27 5:00,62.63333333,145,0,50,220
2025-06-27 6:00,65.5,105,0,50,220
2025-06-27 7:00,61.83333333,30,0,50,220
2025-06-27 8:00,50.6,200,100,75,280
2025-06-27 9:00,64.46666667,145,100,75,280
2025-06-27 10:00,65.06666667,230,100,75,280
2025-06-27 11:00,62.9,140,100,75,280
2025-06-27 12:00,50.8,200,100,75,280
2025-06-27 13:00,54.86666667,65,100,75,280
2025-06-27 14:00,60.53333333,160,100,75,280
2025-06-27 15:00,55.33333333,240,100,75,280
2025-06-27 16:00,53.93333333,185,100,75,280
2025-06-27 17:00,63.83333333,155,100,75,280
2025-06-27 18:00,53.26666667,85,100,50,280
2025-06-27 19:00,50.9,200,100,50,280
2025-06-27 20:00,65.06666667,130,100,50,280
2025-06-27 21:00,54.7,190,100,50,280
2025-06-27 22:00,60.43333333,240,100,50,280
2025-06-27 23:00,57.86666667,45,100,50,280
2025-06-28 0:00,57.73333333,210,0,50,220
2025-06-28 1:00,52.83333333,155,0,50,220
2025-06-28 2:00,65.33333333,215,0,50,220
2025-06-28 3:00,53.3,220,0,50,220
2025-06-28 4:00,59.36666667,5,0,50,220
2025-06-28 5:00,61,180,0,50,220
2025-06-28 6:00,50.43333333,45,0,50,220
2025-06-28 7:00,52.4,185,0,50,220
2025-06-28 8:00,63.86666667,195,100,75,280
2025-06-28 9:00,63.86666667,25,100,75,280
2025-06-28 10:00,58.1,15,100,75,280
2025-06-28 11:00,62.43333333,130,100,75,280
2025-06-28 12:00,54.96666667,10,100,75,280
2025-06-28 13:00,54.16666667,170,100,75,280
2025-06-28 14:00,60.63333333,215,100,75,280
2025-06-28 15:00,54.56666667,70,100,75,280
2025-06-28 16:00,50.5,110,100,75,280
2025-06-28 17:00,52.83333333,220,100,75,280
2025-06-28 18:00,52.1,40,100,50,280
2025-06-28 19:00,62.23333333,115,100,50,280
2025-06-28 20:00,57.4,235,100,50,280
2025-06-28 21:00,59.5,60,100,50,280
2025-06-28 22:00,55.6,120,100,50,280
2025-06-28 23:00,65.23333333,65,100,50,280
2025-06-29 0:00,54.46666667,195,0,50,220
2025-06-29 1:00,66.23333333,205,0,50,220
2025-06-29 2:00,62.06666667,20,0,50,220
2025-06-29 3:00,64,165,0,50,220
2025-06-29 4:00,65.93333333,155,0,50,220
2025-06-29 5:00,63.16666667,75,0,50,220
2025-06-29 6:00,55.3,205,0,50,220
2025-06-29 7:00,64.76666667,100,0,50,220
2025-06-29 8:00,58.13333333,135,100,75,280
2025-06-29 9:00,62.83333333,225,100,75,280
2025-06-29 10:00,65.4,245,100,75,280
2025-06-29 11:00,59.9,160,100,75,280
2025-06-29 12:00,61.06666667,80,100,75,280
2025-06-29 13:00,61.36666667,140,100,75,280
2025-06-29 14:00,56.5,240,100,75,280
2025-06-29 15:00,58.6,220,100,75,280
2025-06-29 16:00,58.7,55,100,75,280
2025-06-29 17:00,61.66666667,80,100,75,280
2025-06-29 18:00,61.03333333,170,100,50,280
2025-06-29 19:00,62.83333333,90,100,50,280
2025-06-29 20:00,59.3,205,100,50,280
2025-06-29 21:00,52.1,150,100,50,280
2025-06-29 22:00,50.26666667,35,100,50,280
2025-06-29 23:00,52.13333333,65,100,50,280
2025-06-30 0:00,52.56666667,225,0,50,220
2025-06-30 1:00,54.43333333,80,0,50,220
2025-06-30 2:00,64.36666667,125,0,50,220
2025-06-30 3:00,65.03333333,185,0,50,220
2025-06-30 4:00,60.63333333,10,0,50,220
2025-06-30 5:00,61.16666667,75,0,50,220
2025-06-30 6:00,63.33333333,85,0,50,220
2025-06-30 7:00,50.46666667,95,0,50,220
2025-06-30 8:00,55.16666667,145,100,75,280
2025-06-30 9:00,57.73333333,95,100,75,280
2025-06-30 10:00,50.83333333,140,100,75,280
2025-06-30 11:00,51.46666667,150,100,75,280
2025-06-30 12:00,64.66666667,215,100,75,280
2025-06-30 13:00,53.53333333,130,100,75,280
2025-06-30 14:00,66.4,25,100,75,280
2025-06-30 15:00,61.46666667,15,100,75,280
2025-06-30 16:00,50.7,240,100,75,280
2025-06-30 17:00,53.63333333,220,100,75,280
2025-06-30 18:00,53.43333333,140,100,50,280
2025-06-30 19:00,56.9,0,100,50,280
2025-06-30 20:00,58.06666667,120,100,50,280
2025-06-30 21:00,59.73333333,250,100,50,280
2025-06-30 22:00,65.33333333,25,100,50,280
2025-06-30 23:00,59.13333333,120,100,50,280
2025-07-01 0:00,66.16666667,225,0,50,220
2025-07-01 1:00,53.03333333,40,0,50,220
2025-07-01 2:00,59.73333333,40,0,50,220
2025-07-01 3:00,55.6,95,0,50,220
2025-07-01 4:00,66.5,15,0,50,220
2025-07-01 5:00,61.86666667,40,0,50,220
2025-07-01 6:00,58.06666667,165,0,50,220
2025-07-01 7:00,57.6,200,0,50,220
2025-07-01 8:00,59.9,245,100,75,280
2025-07-01 9:00,60.6,55,100,75,280
2025-07-01 10:00,55.33333333,105,100,75,280
2025-07-01 11:00,51.56666667,120,100,75,280
2025-07-01 12:00,64.06666667,155,100,75,280
2025-07-01 13:00,66.23333333,95,100,75,280
2025-07-01 14:00,64.2,220,100,75,280
2025-07-01 15:00,51.96666667,0,100,75,280
2025-07-01 16:00,58.46666667,105,100,75,280
2025-07-01 17:00,58.63333333,10,100,75,280
2025-07-01 18:00,61.66666667,180,100,50,280
2025-07-01 19:00,66.33333333,220,100,50,280
2025-07-01 20:00,64.23333333,230,100,50,280
2025-07-01 21:00,60.13333333,60,100,50,280
2025-07-01 22:00,65.46666667,145,100,50,280
2025-07-01 23:00,64.2,165,100,50,280
2025-07-02 0:00,53.83333333,235,0,50,220
2025-07-02 1:00,52.26666667,15,0,50,220
2025-07-02 2:00,59,45,0,50,220
2025-07-02 3:00,56.13333333,135,0,50,220
2025-07-02 4:00,56.46666667,110,0,50,220
2025-07-02 5:00,59.33333333,25,0,50,220
2025-07-02 6:00,63.16666667,20,0,50,220
2025-07-02 7:00,50.86666667,95,0,50,220
2025-07-02 8:00,55.63333333,45,100,75,280
2025-07-02 9:00,63.53333333,165,100,75,280
2025-07-02 10:00,61.46666667,55,100,75,280
2025-07-02 11:00,51.23333333,225,100,75,280
2025-07-02 12:00,57.7,200,100,75,280
2025-07-02 13:00,55.53333333,215,100,75,280
2025-07-02 14:00,61.43333333,60,100,75,280
2025-07-02 15:00,61.56666667,135,100,75,280
2025-07-02 16:00,60.7,180,100,75,280
2025-07-02 17:00,62.93333333,200,100,75,280
2025-07-02 18:00,60.4,50,100,50,280
2025-07-02 19:00,53.73333333,110,100,50,280
2025-07-02 20:00,63.83333333,230,100,50,280
2025-07-02 21:00,53.53333333,90,100,50,280
2025-07-02 22:00,54.83333333,25,100,50,280
2025-07-02 23:00,63.53333333,110,100,50,280
2025-07-03 0:00,59.9,65,0,50,220
2025-07-03 1:00,64.46666667,40,0,50,220
2025-07-03 2:00,51.43333333,240,0,50,220
2025-07-03 3:00,51.8,145,0,50,220
2025-07-03 4:00,60.9,30,0,50,220
2025-07-03 5:00,61.13333333,90,0,50,220
2025-07-03 6:00,55.33333333,25,0,50,220
2025-07-03 7:00,51.2,10,0,50,220
2025-07-03 8:00,56.33333333,200,100,75,280
2025-07-03 9:00,60.76666667,150,100,75,280
2025-07-03 10:00,54.3,205,100,75,280
2025-07-03 11:00,64.16666667,205,100,75,280
2025-07-03 12:00,50.16666667,45,100,75,280
2025-07-03 13:00,66.33333333,100,100,75,280
2025-07-03 14:00,54.96666667,250,100,75,280
2025-07-03 15:00,51.13333333,35,100,75,280
2025-07-03 16:00,53.1,60,100,75,280
2025-07-03 17:00,64.7,90,100,75,280
2025-07-03 18:00,54.96666667,55,100,50,280
2025-07-03 19:00,51.96666667,185,100,50,280
2025-07-03 20:00,61.43333333,80,100,50,280
2025-07-03 21:00,54.06666667,35,100,50,280
2025-07-03 22:00,57.8,145,100,50,280
2025-07-03 23:00,56.03333333,240,100,50,280
2025-07-04 0:00,58.43333333,235,0,50,220
2025-07-04 1:00,65.23333333,165,0,50,220
2025-07-04 2:00,52.63333333,240,0,50,220
2025-07-04 3:00,51.5,0,0,50,220
2025-07-04 4:00,55.1,85,0,50,220
2025-07-04 5:00,63.1,100,0,50,220
2025-07-04 6:00,64.06666667,40,0,50,220
2025-07-04 7:00,62.83333333,120,0,50,220
2025-07-04 8:00,56.03333333,145,100,75,280
2025-07-04 9:00,64.83333333,145,100,75,280
2025-07-04 10:00,59.96666667,35,100,75,280
2025-07-04 11:00,57.3,25,100,75,280
2025-07-04 12:00,55.76666667,75,100,75,280
2025-07-04 13:00,52,120,100,75,280
2025-07-04 14:00,55.1,200,100,75,280
2025-07-04 15:00,51.5,170,100,75,280
2025-07-04 16:00,51.76666667,225,100,75,280
2025-07-04 17:00,59.9,230,100,75,280
2025-07-04 18:00,50.13333333,55,100,50,280
2025-07-04 19:00,50.96666667,230,100,50,280
2025-07-04 20:00,60.4,40,100,50,280
2025-07-04 21:00,53.1,215,100,50,280
2025-07-04 22:00,55.66666667,80,100,50,280
2025-07-04 23:00,60.6,85,100,50,280
2025-07-05 0:00,63.73333333,215,0,50,220
2025-07-05 1:00,62.73333333,90,0,50,220
2025-07-05 2:00,52.96666667,235,0,50,220
2025-07-05 3:00,60.56666667,75,0,50,220
2025-07-05 4:00,56.43333333,115,0,50,220
2025-07-05 5:00,54.06666667,210,0,50,220
2025-07-05 6:00,62.63333333,110,0,50,220
2025-07-05 7:00,65.76666667,225,0,50,220
2025-07-05 8:00,52.36666667,195,100,75,280
2025-07-05 9:00,60.43333333,5,100,75,280
2025-07-05 10:00,63.23333333,180,100,75,280
2025-07-05 11:00,63.83333333,65,100,75,280
2025-07-05 12:00,59.23333333,15,100,75,280
2025-07-05 13:00,59.86666667,155,100,75,280
2025-07-05 14:00,63.43333333,10,100,75,280
2025-07-05 15:00,61.33333333,230,100,75,280
2025-07-05 16:00,54.16666667,195,100,75,280
2025-07-05 17:00,64.43333333,5,100,75,280
2025-07-05 18:00,62.06666667,65,100,50,280
2025-07-05 19:00,55.3,60,100,50,280
2025-07-05 20:00,61.8,10,100,50,280
2025-07-05 21:00,54.76666667,5,100,50,280
2025-07-05 22:00,59.23333333,65,100,50,280
2025-07-05 23:00,53.1,90,100,50,280
2025-07-06 0:00,61.13333333,220,0,50,220
2025-07-06 1:00,61.53333333,80,0,50,220
2025-07-06 2:00,58.96666667,105,0,50,220
2025-07-06 3:00,50.1,195,0,50,220
2025-07-06 4:00,56.06666667,145,0,50,220
2025-07-06 5:00,66.3,145,0,50,220
2025-07-06 6:00,63.8,190,0,50,220
2025-07-06 7:00,52.23333333,205,0,50,220
2025-07-06 8:00,50.83333333,150,100,75,280
2025-07-06 9:00,63.73333333,165,100,75,280
2025-07-06 10:00,57.3,190,100,75,280
2025-07-06 11:00,62.46666667,235,100,75,280
2025-07-06 12:00,62.66666667,40,100,75,280
2025-07-06 13:00,53.2,95,100,75,280
2025-07-06 14:00,66.13333333,110,100,75,280
2025-07-06 15:00,66.53333333,85,100,75,280
2025-07-06 16:00,53.2,130,100,75,280
2025-07-06 17:00,57.66666667,90,100,75,280
2025-07-06 18:00,63.56666667,60,100,50,280
2025-07-06 19:00,61.7,45,100,50,280
2025-07-06 20:00,56.06666667,165,100,50,280
2025-07-06 21:00,65.56666667,70,100,50,280
2025-07-06 22:00,65.63333333,245,100,50,280
2025-07-06 23:00,56.23333333,245,100,50,280
2025-07-07 0:00,60.83333333,210,0,50,220
2025-07-07 1:00,61.86666667,160,0,50,220
2025-07-07 2:00,64.03333333,30,0,50,220
2025-07-07 3:00,59.93333333,30,0,50,220
2025-07-07 4:00,51.93333333,250,0,50,220
2025-07-07 5:00,62.53333333,210,0,50,220
2025-07-07 6:00,50.2,215,0,50,220
2025-07-07 7:00,52.6,10,0,50,220
2025-07-07 8:00,56.06666667,180,100,75,280
2025-07-07 9:00,63.83333333,175,100,75,280
2025-07-07 10:00,65.3,50,100,75,280
2025-07-07 11:00,54.86666667,205,100,75,280
2025-07-07 12:00,50.9,65,100,75,280
2025-07-07 13:00,57.56666667,10,100,75,280
2025-07-07 14:00,64.36666667,190,100,75,280
2025-07-07 15:00,64.3,35,100,75,280
2025-07-07 16:00,62,60,100,75,280
2025-07-07 17:00,55.73333333,230,100,75,280
2025-07-07 18:00,50.2,130,100,50,280
2025-07-07 19:00,52.8,115,100,50,280
2025-07-07 20:00,56.06666667,130,100,50,280
2025-07-07 21:00,59.13333333,25,100,50,280
2025-07-07 22:00,57.03333333,70,100,50,280
2025-07-07 23:00,57.4,200,100,50,280
2025-07-08 0:00,61.33333333,180,0,50,220
2025-07-08 1:00,56.06666667,215,0,50,220
2025-07-08 2:00,51.4,135,0,50,220
2025-07-08 3:00,51.86666667,220,0,50,220
2025-07-08 4:00,53.93333333,160,0,50,220
2025-07-08 5:00,66.06666667,30,0,50,220
2025-07-08 6:00,57.43333333,190,0,50,220
2025-07-08 7:00,56.86666667,60,0,50,220
2025-07-08 8:00,50.53333333,5,100,75,280
2025-07-08 9:00,52.23333333,35,100,75,280
2025-07-08 10:00,59.76666667,145,100,75,280
2025-07-08 11:00,53.8,130,100,75,280
2025-07-08 12:00,56.5,15,100,75,280
2025-07-08 13:00,66.6,250,100,75,280
2025-07-08 14:00,54.6,130,100,75,280
2025-07-08 15:00,63.2,80,100,75,280
2025-07-08 16:00,51.96666667,100,100,75,280
2025-07-08 17:00,56.46666667,195,100,75,280
2025-07-08 18:00,64.66666667,245,100,50,280
2025-07-08 19:00,61.8,145,100,50,280
2025-07-08 20:00,58.43333333,225,100,50,280
2025-07-08 21:00,66.1,200,100,50,280
2025-07-08 22:00,53.4,30,100,50,280
2025-07-08 23:00,55.93333333,150,100,50,280
2025-07-09 0:00,56.03333333,150,0,50,220
2025-07-09 1:00,58.7,125,0,50,220
2025-07-09 2:00,52.93333333,45,0,50,220
2025-07-09 3:00,64.46666667,215,0,50,220
2025-07-09 4:00,62.36666667,40,0,50,220
2025-07-09 5:00,59,160,0,50,220
2025-07-09 6:00,50.76666667,240,0,50,220
2025-07-09 7:00,55.1,70,0,50,220
2025-07-09 8:00,61.73333333,0,100,75,280
2025-07-09 9:00,55.26666667,25,100,75,280
2025-07-09 10:00,65.93333333,100,100,75,280
2025-07-09 11:00,59.26666667,235,100,75,280
2025-07-09 12:00,65.26666667,175,100,75,280
2025-07-09 13:00,60.53333333,30,100,75,280
2025-07-09 14:00,53.03333333,25,100,75,280
2025-07-09 15:00,62.26666667,85,100,75,280
2025-07-09 16:00,63.73333333,200,100,75,280
2025-07-09 17:00,60.26666667,50,100,75,280
2025-07-09 18:00,60.93333333,20,100,50,280
2025-07-09 19:00,56.56666667,80,100,50,280
2025-07-09 20:00,60.6,185,100,50,280
2025-07-09 21:00,56.43333333,175,100,50,280
2025-07-09 22:00,50.53333333,55,100,50,280
2025-07-09 23:00,53.3,190,100,50,280
2025-07-10 0:00,65.63333333,150,0,50,220
2025-07-10 1:00,52.83333333,35,0,50,220
2025-07-10 2:00,51.73333333,170,0,50,220
2025-07-10 3:00,50.6,110,0,50,220
2025-07-10 4:00,55.7,200,0,50,220
2025-07-10 5:00,62.43333333,200,0,50,220
2025-07-10 6:00,51.43333333,90,0,50,220
2025-07-10 7:00,51.6,135,0,50,220
2025-07-10 8:00,56.2,150,100,75,280
2025-07-10 9:00,57.13333333,60,100,75,280
2025-07-10 10:00,56.1,245,100,75,280
2025-07-10 11:00,53.73333333,160,100,75,280
2025-07-10 12:00,51.23333333,240,100,75,280
2025-07-10 13:00,62.16666667,35,100,75,280
2025-07-10 14:00,52,5,100,75,280
2025-07-10 15:00,58.66666667,200,100,75,280
2025-07-10 16:00,64.93333333,135,100,75,280
2025-07-10 17:00,52.13333333,180,100,75,280
2025-07-10 18:00,55.36666667,205,100,50,280
2025-07-10 19:00,64.56666667,90,100,50,280
2025-07-10 20:00,61.76666667,120,100,50,280
2025-07-10 21:00,54.1,75,100,50,280
2025-07-10 22:00,57.23333333,45,100,50,280
2025-07-10 23:00,65.46666667,120,100,50,280
2025-07-11 0:00,58.96666667,135,0,50,220
2025-07-11 1:00,57.9,180,0,50,220
2025-07-11 2:00,60.93333333,170,0,50,220
2025-07-11 3:00,55.03333333,120,0,50,220
2025-07-11 4:00,50.7,145,0,50,220
2025-07-11 5:00,64.8,165,0,50,220
2025-07-11 6:00,59.4,205,0,50,220
2025-07-11 7:00,61.8,190,0,50,220
2025-07-11 8:00,51.26666667,75,100,75,280
2025-07-11 9:00,66.56666667,125,100,75,280
2025-07-11 10:00,57.26666667,25,100,75,280
2025-07-11 11:00,56.36666667,170,100,75,280
2025-07-11 12:00,63.96666667,5,100,75,280
2025-07-11 13:00,51.9,45,100,75,280
2025-07-11 14:00,55.86666667,35,100,75,280
2025-07-11 15:00,52.1,40,100,75,280
2025-07-11 16:00,65.1,105,100,75,280
2025-07-11 17:00,61.56666667,230,100,75,280
2025-07-11 18:00,59.7,50,100,50,280
2025-07-11 19:00,59.16666667,185,100,50,280
2025-07-11 20:00,59.86666667,45,100,50,280
2025-07-11 21:00,66.6,45,100,50,280
2025-07-11 22:00,55.1,65,100,50,280
2025-07-11 23:00,59.83333333,135,100,50,280
2025-07-12 0:00,52.3,110,0,50,220
2025-07-12 1:00,52.16666667,70,0,50,220
2025-07-12 2:00,55.53333333,175,0,50,220
2025-07-12 3:00,61.46666667,120,0,50,220
2025-07-12 4:00,62.73333333,85,0,50,220
2025-07-12 5:00,52.36666667,50,0,50,220
2025-07-12 6:00,53.9,30,0,50,220
2025-07-12 7:00,66.13333333,5,0,50,220
2025-07-12 8:00,56.36666667,20,100,75,280
2025-07-12 9:00,63.96666667,55,100,75,280
2025-07-12 10:00,63.93333333,175,100,75,280
2025-07-12 11:00,53,145,100,75,280
2025-07-12 12:00,61.9,35,100,75,280
2025-07-12 13:00,57.73333333,160,100,75,280
2025-07-12 14:00,65,150,100,75,280
2025-07-12 15:00,55.56666667,145,100,75,280
2025-07-12 16:00,54.7,105,100,75,280
2025-07-12 17:00,61.26666667,200,100,75,280
2025-07-12 18:00,66.2,20,100,50,280
2025-07-12 19:00,66.53333333,240,100,50,280
2025-07-12 20:00,63.86666667,210,100,50,280
2025-07-12 21:00,55.03333333,175,100,50,280
2025-07-12 22:00,59.36666667,15,100,50,280
2025-07-12 23:00,53.26666667,215,100,50,280
2025-07-13 0:00,60.13333333,15,0,50,220
2025-07-13 1:00,54.73333333,210,0,50,220
2025-07-13 2:00,51.66666667,65,0,50,220
2025-07-13 3:00,62.23333333,175,0,50,220
2025-07-13 4:00,60.46666667,160,0,50,220
2025-07-13 5:00,50.33333333,60,0,50,220
2025-07-13 6:00,58.03333333,15,0,50,220
2025-07-13 7:00,64.6,230,0,50,220
2025-07-13 8:00,63.2,85,100,75,280
2025-07-13 9:00,59.66666667,165,100,75,280
2025-07-13 10:00,53,5,100,75,280
2025-07-13 11:00,54.63333333,10,100,75,280
2025-07-13 12:00,62.1,25,100,75,280
2025-07-13 13:00,50.36666667,175,100,75,280
2025-07-13 14:00,50.7,200,100,75,280
2025-07-13 15:00,63.73333333,220,100,75,280
2025-07-13 16:00,60.9,175,100,75,280
2025-07-13 17:00,65.2,35,100,75,280
2025-07-13 18:00,51.7,150,100,50,280
2025-07-13 19:00,63.2,40,100,50,280
2025-07-13 20:00,58.06666667,35,100,50,280
2025-07-13 21:00,53.36666667,245,100,50,280
2025-07-13 22:00,62.06666667,205,100,50,280
2025-07-13 23:00,59.3,175,100,50,280
2025-07-14 0:00,53.2,50,0,50,220
2025-07-14 1:00,57.9,220,0,50,220
2025-07-14 2:00,58.33333333,125,0,50,220
