,BUS_1 Load,BUS_2 Load,BUS_3 Load,BUS_4 Load,BUS_5 Load
2021-03-28 8:00,63.16666667,155,100,75,280
2021-03-28 9:00,60.23333333,235,100,75,280
2021-03-28 10:00,61.76666667,150,100,75,280
2021-03-28 11:00,56.5,40,100,75,280
2021-03-28 12:00,61.56666667,20,100,75,280
2021-03-28 13:00,57.43333333,5,100,75,280
2021-03-28 14:00,50.76666667,65,100,75,280
2021-03-28 15:00,60.86666667,180,100,75,280
2021-03-28 16:00,56.5,190,100,75,280
2021-03-28 17:00,53.5,235,100,75,280
2021-03-28 18:00,52.66666667,55,100,50,280
2021-03-28 19:00,57.6,75,100,50,280
2021-03-28 20:00,50.33333333,70,100,50,280
2021-03-28 21:00,65.73333333,15,100,50,280
2021-03-28 22:00,53.83333333,35,100,50,280
2021-03-28 23:00,61.6,35,100,50,280
2021-03-29 0:00,51,85,0,50,220
2021-03-29 1:00,51.96666667,60,0,50,220
2021-03-29 2:00,62.7,225,0,50,220
2021-03-29 3:00,53,210,0,50,220
2021-03-29 4:00,63.83333333,195,0,50,220
2021-03-29 5:00,53.26666667,25,0,50,220
2021-03-29 6:00,53.26666667,170,0,50,220
2021-03-29 7:00,62.43333333,175,0,50,220
2021-03-29 8:00,59.63333333,0,100,75,280
2021-03-29 9:00,63,20,100,75,280
2021-03-29 10:00,58.8,45,100,75,280
2021-03-29 11:00,62.7,235,100,75,280
2021-03-29 12:00,53,55,100,75,280
2021-03-29 13:00,59,75,100,75,280
2021-03-29 14:00,64.13333333,150,100,75,280
2021-03-29 15:00,65.26666667,140,100,75,280
2021-03-29 16:00,63.33333333,130,100,75,280
2021-03-29 17:00,61.43333333,190,100,75,280
2021-03-29 18:00,57.6,125,100,50,280
2021-03-29 19:00,56.56666667,165,100,50,280
2021-03-29 20:00,56.6,15,100,50,280
2021-03-29 21:00,66.36666667,130,100,50,280
2021-03-29 22:00,64.66666667,45,100,50,280
2021-03-29 23:00,64.76666667,185,100,50,280
2021-03-30 0:00,53.7,170,0,50,220
2021-03-30 1:00,55.1,140,0,50,220
2021-03-30 2:00,56.1,175,0,50,220
2021-03-30 3:00,58.26666667,125,0,50,220
2021-03-30 4:00,59.13333333,30,0,50,220
2021-03-30 5:00,59.23333333,5,0,50,220
2021-03-30 6:00,54.73333333,150,0,50,220
2021-03-30 7:00,53.9,135,0,50,220
2021-03-30 8:00,55.46666667,15,100,75,280
2021-03-30 9:00,65.76666667,170,100,75,280
2021-03-30 10:00,53.43333333,95,100,75,280
2021-03-30 11:00,60.96666667,60,100,75,280
2021-03-30 12:00,52.53333333,85,100,75,280
2021-03-30 13:00,50.56666667,5,100,75,280
2021-03-30 14:00,54.3,5,100,75,280
2021-03-30 15:00,62.23333333,175,100,75,280
2021-03-30 16:00,58.43333333,10,100,75,280
2021-03-30 17:00,55.7,190,100,75,280
2021-03-30 18:00,66.36666667,185,100,50,280
2021-03-30 19:00,55.4,115,100,50,280
2021-03-30 20:00,51.8,30,100,50,280
2021-03-30 21:00,57.1,110,100,50,280
2021-03-30 22:00,58.73333333,130,100,50,280
2021-03-30 23:00,60.26666667,250,100,50,280
2021-03-31 0:00,64.3,30,0,50,220
2021-03-31 1:00,58.76666667,20,0,50,220
2021-03-31 2:00,63.7,85,0,50,220
2021-03-31 3:00,62.63333333,215,0,50,220
2021-03-31 4:00,52.3,10,0,50,220
2021-03-31 5:00,57.76666667,40,0,50,220
2021-03-31 6:00,64.8,250,0,50,220
2021-03-31 7:00,56.7,240,0,50,220
2021-03-31 8:00,61.03333333,100,100,75,280
2021-03-31 9:00,54.13333333,170,100,75,280
2021-03-31 10:00,64.63333333,215,100,75,280
2021-03-31 11:00,52.56666667,190,100,75,280
2021-03-31 12:00,58.6,155,100,75,280
2021-03-31 13:00,54.9,185,100,75,280
2021-03-31 14:00,63.66666667,205,100,75,280
2021-03-31 15:00,58.26666667,145,100,75,280
2021-03-31 16:00,66,75,100,75,280
2021-03-31 17:00,52.16666667,50,100,75,280
2021-03-31 18:00,50.43333333,125,100,50,280
2021-03-31 19:00,52.23333333,90,100,50,280
2021-03-31 20:00,56.86666667,190,100,50,280
2021-03-31 21:00,62.06666667,10,100,50,280
2021-03-31 22:00,58.56666667,110,100,50,280
2021-03-31 23:00,64.83333333,70,100,50,280
2021-04-01 0:00,66.13333333,135,0,50,220
2021-04-01 1:00,56.63333333,200,0,50,220
2021-04-01 2:00,60.73333333,170,0,50,220
2021-04-01 3:00,65.1,155,0,50,220
2021-04-01 4:00,59.86666667,95,0,50,220
2021-04-01 5:00,60.8,5,0,50,220
2021-04-01 6:00,53.2,225,0,50,220
2021-04-01 7:00,62.83333333,185,0,50,220
2021-04-01 8:00,53.03333333,185,100,75,280
2021-04-01 9:00,60.06666667,185,100,75,280
2021-04-01 10:00,53.16666667,240,100,75,280
2021-04-01 11:00,56.3,145,100,75,280
2021-04-01 12:00,58.1,145,100,75,280
2021-04-01 13:00,52.43333333,245,100,75,280
2021-04-01 14:00,60.16666667,20,100,75,280
2021-04-01 15:00,50.93333333,185,100,75,280
2021-04-01 16:00,56.3,30,100,75,280
2021-04-01 17:00,66.3,70,100,75,280
2021-04-01 18:00,62.66666667,55,100,50,280
2021-04-01 19:00,61.33333333,135,100,50,280
2021-04-01 20:00,50.1,30,100,50,280
2021-04-01 21:00,56.33333333,25,100,50,280
2021-04-01 22:00,61.9,75,100,50,280
2021-04-01 23:00,66.06666667,130,100,50,280
2021-04-02 0:00,55.4,205,0,50,220
2021-04-02 1:00,50.26666667,200,0,50,220
2021-04-02 2:00,58.4,150,0,50,220
2021-04-02 3:00,59.63333333,30,0,50,220
2021-04-02 4:00,52.46666667,160,0,50,220
2021-04-02 5:00,60,205,0,50,220
2021-04-02 6:00,53.4,135,0,50,220
2021-04-02 7:00,56.03333333,70,0,50,220
2021-04-02 8:00,53.06666667,100,100,75,280
2021-04-02 9:00,64.53333333,85,100,75,280
2021-04-02 10:00,51.86666667,15,100,75,280
2021-04-02 11:00,58.66666667,10,100,75,280
2021-04-02 12:00,50.5,200,100,75,280
2021-04-02 13:00,60.86666667,60,100,75,280
2021-04-02 14:00,66.66666667,245,100,75,280
2021-04-02 15:00,63.63333333,205,100,75,280
2021-04-02 16:00,65.63333333,65,100,75,280
2021-04-02 17:00,64.96666667,10,100,75,280
2021-04-02 18:00,60.63333333,110,100,50,280
2021-04-02 19:00,65.9,75,100,50,280
2021-04-02 20:00,60.73333333,115,100,50,280
2021-04-02 21:00,56.03333333,115,100,50,280
2021-04-02 22:00,54.2,60,100,50,280
2021-04-02 23:00,52.33333333,245,100,50,280
2021-04-03 0:00,53.3,185,0,50,220
2021-04-03 1:00,58.7,135,0,50,220
2021-04-03 2:00,58.2,15,0,50,220
2021-04-03 3:00,60.7,110,0,50,220
2021-04-03 4:00,61.9,125,0,50,220
2021-04-03 5:00,55.16666667,210,0,50,220
2021-04-03 6:00,64.26666667,140,0,50,220
2021-04-03 7:00,63.66666667,35,0,50,220
2021-04-03 8:00,60.86666667,215,100,75,280
2021-04-03 9:00,51.96666667,160,100,75,280
2021-04-03 10:00,61.5,10,100,75,280
2021-04-03 11:00,54.13333333,150,100,75,280
2021-04-03 12:00,55.23333333,5,100,75,280
2021-04-03 13:00,52.73333333,195,100,75,280
2021-04-03 14:00,63.43333333,70,100,75,280
2021-04-03 15:00,53.83333333,190,100,75,280
2021-04-03 16:00,54.13333333,75,100,75,280
2021-04-03 17:00,53.4,15,100,75,280
2021-04-03 18:00,64.86666667,250,100,50,280
2021-04-03 19:00,52.6,15,100,50,280
2021-04-03 20:00,54.16666667,140,100,50,280
2021-04-03 21:00,52.26666667,55,100,50,280
2021-04-03 22:00,50.53333333,130,100,50,280
2021-04-03 23:00,64.8,210,100,50,280
2021-04-04 0:00,53.76666667,20,0,50,220
2021-04-04 1:00,61.1,15,0,50,220
2021-04-04 2:00,57.66666667,155,0,50,220
2021-04-04 3:00,55.3,205,0,50,220
2021-04-04 4:00,60.7,150,0,50,220
2021-04-04 5:00,57.03333333,225,0,50,220
2021-04-04 6:00,65.63333333,80,0,50,220
2021-04-04 7:00,66.36666667,110,0,50,220
2021-04-04 8:00,65.23333333,195,100,75,280
2021-04-04 9:00,59.53333333,225,100,75,280
2021-04-04 10:00,62.8,95,100,75,280
2021-04-04 11:00,55.33333333,85,100,75,280
2021-04-04 12:00,55.8,185,100,75,280
2021-04-04 13:00,57.4,240,100,75,280
2021-04-04 14:00,50.93333333,200,100,75,280
2021-04-04 15:00,58.93333333,75,100,75,280
2021-04-04 16:00,60.3,30,100,75,280
2021-04-04 17:00,60,155,100,75,280
2021-04-04 18:00,52.5,225,100,50,280
2021-04-04 19:00,53.26666667,215,100,50,280
2021-04-04 20:00,60.03333333,235,100,50,280
2021-04-04 21:00,54,5,100,50,280
2021-04-04 22:00,53.16666667,245,100,50,280
2021-04-04 23:00,66.3,235,100,50,280
2021-04-05 0:00,52.26666667,195,0,50,220
2021-04-05 1:00,57.93333333,130,0,50,220
2021-04-05 2:00,65.43333333,30,0,50,220
2021-04-05 3:00,58.43333333,160,0,50,220
2021-04-05 4:00,64.83333333,5,0,50,220
2021-04-05 5:00,54.1,170,0,50,220
2021-04-05 6:00,55.86666667,60,0,50,220
2021-04-05 7:00,56.66666667,15,0,50,220
2021-04-05 8:00,56.3,80,100,75,280
2021-04-05 9:00,58.06666667,105,100,75,280
2021-04-05 10:00,61.4,240,100,75,280
2021-04-05 11:00,50.1,25,100,75,280
2021-04-05 12:00,50.9,215,100,75,280
2021-04-05 13:00,57.6,80,100,75,280
2021-04-05 14:00,51.03333333,75,100,75,280
2021-04-05 15:00,63.06666667,5,100,75,280
2021-04-05 16:00,57.96666667,225,100,75,280
2021-04-05 17:00,61.23333333,105,100,75,280
2021-04-05 18:00,58.76666667,25,100,50,280
2021-04-05 19:00,52.23333333,80,100,50,280
2021-04-05 20:00,51.26666667,110,100,50,280
2021-04-05 21:00,62.5,225,100,50,280
2021-04-05 22:00,62.56666667,245,100,50,280
2021-04-05 23:00,50.76666667,5,100,50,280
2021-04-06 0:00,60.6,60,0,50,220
2021-04-06 1:00,62.4,200,0,50,220
2021-04-06 2:00,62.96666667,155,0,50,220
2021-04-06 3:00,65.8,245,0,50,220
2021-04-06 4:00,54.33333333,145,0,50,220
2021-04-06 5:00,64.06666667,165,0,50,220
2021-04-06 6:00,59.33333333,215,0,50,220
2021-04-06 7:00,65.53333333,15,0,50,220
2021-04-06 8:00,61.86666667,50,100,75,280
2021-04-06 9:00,66.33333333,105,100,75,280
2021-04-06 10:00,66.6,80,100,75,280
2021-04-06 11:00,54.86666667,220,100,75,280
2021-04-06 12:00,56.8,155,100,75,280
2021-04-06 13:00,54.16666667,95,100,75,280
2021-04-06 14:00,53.43333333,25,100,75,280
2021-04-06 15:00,50.53333333,165,100,75,280
2021-04-06 16:00,66.4,45,100,75,280
2021-04-06 17:00,56.53333333,220,100,75,280
2021-04-06 18:00,60.76666667,135,100,50,280
2021-04-06 19:00,58.43333333,210,100,50,280
2021-04-06 20:00,58.6,120,100,50,280
2021-04-06 21:00,50.23333333,80,100,50,280
2021-04-06 22:00,56.16666667,40,100,50,280
2021-04-06 23:00,54.86666667,95,100,50,280
2021-04-07 0:00,53,190,0,50,220
2021-04-07 1:00,52.26666667,240,0,50,220
2021-04-07 2:00,64,220,0,50,220
2021-04-07 3:00,56.66666667,155,0,50,220
2021-04-07 4:00,61.73333333,105,0,50,220
2021-04-07 5:00,59.86666667,235,0,50,220
2021-04-07 6:00,54.43333333,135,0,50,220
2021-04-07 7:00,66.5,65,0,50,220
2021-04-07 8:00,56.9,135,100,75,280
2021-04-07 9:00,63.73333333,85,100,75,280
2021-04-07 10:00,55.76666667,130,100,75,280
2021-04-07 11:00,60.8,170,100,75,280
2021-04-07 12:00,51.93333333,160,100,75,280
2021-04-07 13:00,66.43333333,105,100,75,280
2021-04-07 14:00,58.13333333,95,100,75,280
2021-04-07 15:00,59.5,190,100,75,280
2021-04-07 16:00,55.86666667,225,100,75,280
2021-04-07 17:00,66.23333333,40,100,75,280
2021-04-07 18:00,61.86666667,195,100,50,280
2021-04-07 19:00,63.8,200,100,50,280
2021-04-07 20:00,59.03333333,235,100,50,280
2021-04-07 21:00,66,45,100,50,280
2021-04-07 22:00,57.4,10,100,50,280
2021-04-07 23:00,53.66666667,50,100,50,280
2021-04-08 0:00,51.16666667,80,0,50,220
2021-04-08 1:00,63.73333333,135,0,50,220
2021-04-08 2:00,58.53333333,25,0,50,220
2021-04-08 3:00,61.9,200,0,50,220
2021-04-08 4:00,52.9,225,0,50,220
2021-04-08 5:00,50.76666667,45,0,50,220
2021-04-08 6:00,53.16666667,130,0,50,220
2021-04-08 7:00,56,185,0,50,220
2021-04-08 8:00,58.3,175,100,75,280
2021-04-08 9:00,56.46666667,5,100,75,280
2021-04-08 10:00,50.5,165,100,75,280
2021-04-08 11:00,62.06666667,155,100,75,280
2021-04-08 12:00,51.2,90,100,75,280
2021-04-08 13:00,55.76666667,150,100,75,280
2021-04-08 14:00,59.6,225,100,75,280
2021-04-08 15:00,64.66666667,140,100,75,280
2021-04-08 16:00,50.93333333,30,100,75,280
2021-04-08 17:00,51.03333333,150,100,75,280
2021-04-08 18:00,63.83333333,135,100,50,280
2021-04-08 19:00,57.76666667,125,100,50,280
2021-04-08 20:00,51.03333333,30,100,50,280
2021-04-08 21:00,51.2,200,100,50,280
2021-04-08 22:00,60.46666667,35,100,50,280
2021-04-08 23:00,59.66666667,150,100,50,280
2021-04-09 0:00,53.86666667,200,0,50,220
2021-04-09 1:00,53.8,35,0,50,220
2021-04-09 2:00,57.23333333,70,0,50,220
2021-04-09 3:00,52.63333333,75,0,50,220
2021-04-09 4:00,63.4,75,0,50,220
2021-04-09 5:00,58.76666667,75,0,50,220
2021-04-09 6:00,55.73333333,55,0,50,220
2021-04-09 7:00,60.83333333,160,0,50,220
2021-04-09 8:00,59.7,190,100,75,280
2021-04-09 9:00,60.06666667,210,100,75,280
2021-04-09 10:00,52.53333333,115,100,75,280
2021-04-09 11:00,51.33333333,195,100,75,280
2021-04-09 12:00,61.3,120,100,75,280
2021-04-09 13:00,66.3,75,100,75,280
2021-04-09 14:00,65.83333333,20,100,75,280
2021-04-09 15:00,50,225,100,75,280
2021-04-09 16:00,60.3,160,100,75,280
2021-04-09 17:00,55.33333333,45,100,75,280
2021-04-09 18:00,62.86666667,145,100,50,280
2021-04-09 19:00,63.8,130,100,50,280
2021-04-09 20:00,53.33333333,150,100,50,280
2021-04-09 21:00,55.83333333,205,100,50,280
2021-04-09 22:00,50.63333333,45,100,50,280
2021-04-09 23:00,57.56666667,165,100,50,280
2021-04-10 0:00,61.2,125,0,50,220
2021-04-10 1:00,54.76666667,135,0,50,220
2021-04-10 2:00,64.3,70,0,50,220
2021-04-10 3:00,62.2,85,0,50,220
2021-04-10 4:00,59.73333333,35,0,50,220
2021-04-10 5:00,61.8,170,0,50,220
2021-04-10 6:00,61.86666667,115,0,50,220
2021-04-10 7:00,52,200,0,50,220
2021-04-10 8:00,54.66666667,160,100,75,280
2021-04-10 9:00,51.33333333,230,100,75,280
2021-04-10 10:00,64.03333333,50,100,75,280
2021-04-10 11:00,57.5,220,100,75,280
2021-04-10 12:00,61.2,35,100,75,280
2021-04-10 13:00,51.53333333,60,100,75,280
2021-04-10 14:00,51.7,55,100,75,280
2021-04-10 15:00,60.03333333,20,100,75,280
2021-04-10 16:00,55.86666667,50,100,75,280
2021-04-10 17:00,52.73333333,170,100,75,280
2021-04-10 18:00,61.73333333,10,100,50,280
2021-04-10 19:00,56.16666667,90,100,50,280
2021-04-10 20:00,60.06666667,110,100,50,280
2021-04-10 21:00,51.5,180,100,50,280
2021-04-10 22:00,53.4,120,100,50,280
2021-04-10 23:00,51.4,35,100,50,280
2021-04-11 0:00,50.23333333,50,0,50,220
2021-04-11 1:00,63.86666667,5,0,50,220
2021-04-11 2:00,51.93333333,20,0,50,220
2021-04-11 3:00,65.5,135,0,50,220
2021-04-11 4:00,50.3,40,0,50,220
2021-04-11 5:00,61.46666667,230,0,50,220
2021-04-11 6:00,64,30,0,50,220
2021-04-11 7:00,55.66666667,90,0,50,220
2021-04-11 8:00,57.26666667,85,100,75,280
2021-04-11 9:00,63.13333333,5,100,75,280
2021-04-11 10:00,65.73333333,80,100,75,280
2021-04-11 11:00,58.1,85,100,75,280
2021-04-11 12:00,64.36666667,100,100,75,280
2021-04-11 13:00,64.96666667,140,100,75,280
2021-04-11 14:00,53.5,75,100,75,280
2021-04-11 15:00,64.93333333,35,100,75,280
2021-04-11 16:00,60.73333333,110,100,75,280
2021-04-11 17:00,63.63333333,175,100,75,280
2021-04-11 18:00,64.16666667,210,100,50,280
2021-04-11 19:00,59.56666667,190,100,50,280
2021-04-11 20:00,52.6,60,100,50,280
2021-04-11 21:00,52.26666667,170,100,50,280
2021-04-11 22:00,53.63333333,180,100,50,280
2021-04-11 23:00,55.26666667,125,100,50,280
2021-04-12 0:00,65.13333333,215,0,50,220
2021-04-12 1:00,63.83333333,240,0,50,220
2021-04-12 2:00,57.26666667,120,0,50,220
2021-04-12 3:00,66.46666667,45,0,50,220
2021-04-12 4:00,56.6,235,0,50,220
2021-04-12 5:00,51.46666667,145,0,50,220
2021-04-12 6:00,63.23333333,90,0,50,220
2021-04-12 7:00,60.5,165,0,50,220
2021-04-12 8:00,53.2,225,100,75,280
2021-04-12 9:00,58.9,5,100,75,280
2021-04-12 10:00,57.5,65,100,75,280
2021-04-12 11:00,59.16666667,190,100,75,280
2021-04-12 12:00,63.5,250,100,75,280
2021-04-12 13:00,65.23333333,135,100,75,280
2021-04-12 14:00,62.86666667,100,100,75,280
2021-04-12 15:00,62.13333333,45,100,75,280
2021-04-12 16:00,58.9,135,100,75,280
2021-04-12 17:00,63.33333333,160,100,75,280
2021-04-12 18:00,56.13333333,165,100,50,280
2021-04-12 19:00,58.1,195,100,50,280
2021-04-12 20:00,53.9,150,100,50,280
2021-04-12 21:00,53.76666667,15,100,50,280
2021-04-12 22:00,58.53333333,190,100,50,280
2021-04-12 23:00,58.96666667,75,100,50,280
2021-04-13 0:00,55.06666667,185,0,50,220
2021-04-13 1:00,53,35,0,50,220
2021-04-13 2:00,50.7,95,0,50,220
2021-04-13 3:00,64.86666667,135,0,50,220
2021-04-13 4:00,52.83333333,105,0,50,220
2021-04-13 5:00,51.76666667,175,0,50,220
2021-04-13 6:00,63.76666667,15,0,50,220
2021-04-13 7:00,62.16666667,235,0,50,220
2021-04-13 8:00,60.7,20,100,75,280
2021-04-13 9:00,58.9,135,100,75,280
2021-04-13 10:00,65.6,95,100,75,280
2021-04-13 11:00,52.93333333,195,100,75,280
2021-04-13 12:00,52.76666667,85,100,75,280
2021-04-13 13:00,58.9,100,100,75,280
2021-04-13 14:00,53.63333333,195,100,75,280
2021-04-13 15:00,58.93333333,200,100,75,280
2021-04-13 16:00,58.46666667,80,100,75,280
2021-04-13 17:00,52.03333333,140,100,75,280
2021-04-13 18:00,64.9,20,100,50,280
2021-04-13 19:00,63.4,45,100,50,280
2021-04-13 20:00,57.5,125,100,50,280
2021-04-13 21:00,65.7,110,100,50,280
2021-04-13 22:00,55.63333333,125,100,50,280
2021-04-13 23:00,51.8,180,100,50,280
2021-04-14 0:00,62.93333333,100,0,50,220
2021-04-14 1:00,50.76666667,70,0,50,220
2021-04-14 2:00,63.83333333,80,0,50,220
2021-04-14 3:00,51.26666667,215,0,50,220
2021-04-14 4:00,62.9,120,0,50,220
2021-04-14 5:00,50.23333333,240,0,50,220
2021-04-14 6:00,52.26666667,85,0,50,220
2021-04-14 7:00,57.63333333,130,0,50,220
2021-04-14 8:00,65.03333333,220,100,75,280
2021-04-14 9:00,51.36666667,45,100,75,280
2021-04-14 10:00,51.4,25,100,75,280
2021-04-14 11:00,64.3,230,100,75,280
2021-04-14 12:00,59.36666667,245,100,75,280
2021-04-14 13:00,55.33333333,30,100,75,280
2021-04-14 14:00,56.86666667,25,100,75,280
2021-04-14 15:00,65.8,75,100,75,280
2021-04-14 16:00,56.1,245,100,75,280
2021-04-14 17:00,57.63333333,215,100,75,280
2021-04-14 18:00,64.96666667,60,100,50,280
2021-04-14 19:00,59.36666667,170,100,50,280
2021-04-14 20:00,65,245,100,50,280
2021-04-14 21:00,58.96666667,125,100,50,280
2021-04-14 22:00,52.53333333,220,100,50,280
2021-04-14 23:00,62.93333333,130,100,50,280
2021-04-15 0:00,50.93333333,180,0,50,220
2021-04-15 1:00,53.43333333,100,0,50,220
2021-04-15 2:00,57.63333333,70,0,50,220
2021-04-15 3:00,65.6,175,0,50,220
2021-04-15 4:00,55.83333333,135,0,50,220
2021-04-15 5:00,51.83333333,55,0,50,220
2021-04-15 6:00,50.86666667,245,0,50,220
2021-04-15 7:00,53.43333333,175,0,50,220
2021-04-15 8:00,65.7,140,100,75,280
2021-04-15 9:00,55.93333333,175,100,75,280
2021-04-15 10:00,57.53333333,150,100,75,280
2021-04-15 11:00,64.93333333,120,100,75,280
2021-04-15 12:00,56.83333333,150,100,75,280
2021-04-15 13:00,52.23333333,60,100,75,280
2021-04-15 14:00,60.63333333,115,100,75,280
2021-04-15 15:00,53.63333333,245,100,75,280
2021-04-15 16:00,61.5,20,100,75,280
2021-04-15 17:00,58.63333333,185,100,75,280
2021-04-15 18:00,65.43333333,225,100,50,280
2021-04-15 19:00,59.26666667,210,100,50,280
2021-04-15 20:00,62.9,25,100,50,280
2021-04-15 21:00,60.53333333,155,100,50,280
2021-04-15 22:00,55.13333333,15,100,50,280
2021-04-15 23:00,57.46666667,40,100,50,280
2021-04-16 0:00,52.76666667,155,0,50,220
2021-04-16 1:00,55.43333333,45,0,50,220
2021-04-16 2:00,65.06666667,225,0,50,220
2021-04-16 3:00,57.26666667,220,0,50,220
2021-04-16 4:00,57.06666667,120,0,50,220
2021-04-16 5:00,51.06666667,105,0,50,220
2021-04-16 6:00,60.03333333,215,0,50,220
2021-04-16 7:00,63.9,220,0,50,220
2021-04-16 8:00,53.66666667,25,100,75,280
2021-04-16 9:00,65.13333333,10,100,75,280
2021-04-16 10:00,64.9,140,100,75,280
2021-04-16 11:00,50.6,150,100,75,280
2021-04-16 12:00,56.06666667,240,100,75,280
2021-04-16 13:00,55.86666667,25,100,75,280
2021-04-16 14:00,56.56666667,165,100,75,280
2021-04-16 15:00,66.63333333,155,100,75,280
2021-04-16 16:00,63.3,150,100,75,280
2021-04-16 17:00,51.73333333,30,100,75,280
2021-04-16 18:00,63.7,95,100,50,280
2021-04-16 19:00,57.3,45,100,50,280
2021-04-16 20:00,51.76666667,195,100,50,280
2021-04-16 21:00,63.06666667,120,100,50,280
2021-04-16 22:00,57.63333333,115,100,50,280
2021-04-16 23:00,59.26666667,120,100,50,280
2021-04-17 0:00,57.13333333,130,0,50,220
2021-04-17 1:00,61.43333333,210,0,50,220
2021-04-17 2:00,58.46666667,90,0,50,220
2021-04-17 3:00,66,75,0,50,220
2021-04-17 4:00,50.8,25,0,50,220
2021-04-17 5:00,51.9,155,0,50,220
2021-04-17 6:00,56.96666667,80,0,50,220
2021-04-17 7:00,51.26666667,25,0,50,220
2021-04-17 8:00,57.96666667,205,100,75,280
2021-04-17 9:00,58.03333333,235,100,75,280
2021-04-17 10:00,62.5,185,100,75,280
2021-04-17 11:00,52.43333333,140,100,75,280
2021-04-17 12:00,64.96666667,15,100,75,280
2021-04-17 13:00,55.93333333,150,100,75,280
2021-04-17 14:00,54.36666667,135,100,75,280
2021-04-17 15:00,57.1,120,100,75,280
2021-04-17 16:00,65.6,85,100,75,280
2021-04-17 17:00,57.4,85,100,75,280
2021-04-17 18:00,56.23333333,175,100,50,280
2021-04-17 19:00,59.13333333,125,100,50,280
2021-04-17 20:00,63.16666667,180,100,50,280
2021-04-17 21:00,54.26666667,50,100,50,280
2021-04-17 22:00,51.63333333,155,100,50,280
2021-04-17 23:00,57.16666667,65,100,50,280
2021-04-18 0:00,51.83333333,5,0,50,220
2021-04-18 1:00,51.43333333,135,0,50,220
2021-04-18 2:00,59.6,85,0,50,220
2021-04-18 3:00,50.6,120,0,50,220
2021-04-18 4:00,58.06666667,115,0,50,220
2021-04-18 5:00,58.7,245,0,50,220
2021-04-18 6:00,60.16666667,55,0,50,220
2021-04-18 7:00,60.63333333,215,0,50,220
2021-04-18 8:00,57.13333333,110,100,75,280
2021-04-18 9:00,53.63333333,45,100,75,280
2021-04-18 10:00,65.2,35,100,75,280
2021-04-18 11:00,65.66666667,195,100,75,280
2021-04-18 12:00,58.53333333,230,100,75,280
2021-04-18 13:00,63,120,100,75,280
2021-04-18 14:00,65.06666667,200,100,75,280
2021-04-18 15:00,52.23333333,175,100,75,280
2021-04-18 16:00,66.5,235,100,75,280
2021-04-18 17:00,51.8,60,100,75,280
2021-04-18 18:00,53.06666667,105,100,50,280
2021-04-18 19:00,53.86666667,45,100,50,280
2021-04-18 20:00,66.5,70,100,50,280
2021-04-18 21:00,56.53333333,250,100,50,280
2021-04-18 22:00,52.8,55,100,50,280
2021-04-18 23:00,53.63333333,220,100,50,280
2021-04-19 0:00,56.9,75,0,50,220
2021-04-19 1:00,59.9,70,0,50,220
2021-04-19 2:00,53.63333333,40,0,50,220
2021-04-19 3:00,58.56666667,135,0,50,220
2021-04-19 4:00,58.36666667,30,0,50,220
2021-04-19 5:00,50.16666667,160,0,50,220
2021-04-19 6:00,62.6,80,0,50,220
2021-04-19 7:00,63.86666667,60,0,50,220
2021-04-19 8:00,65.4,0,100,75,280
2021-04-19 9:00,53.63333333,195,100,75,280
2021-04-19 10:00,53.26666667,85,100,75,280
2021-04-19 11:00,65.63333333,20,100,75,280
2021-04-19 12:00,53.4,100,100,75,280
2021-04-19 13:00,59.13333333,170,100,75,280
2021-04-19 14:00,62.8,145,100,75,280
2021-04-19 15:00,66.06666667,225,100,75,280
2021-04-19 16:00,58.9,220,100,75,280
2021-04-19 17:00,57.83333333,110,100,75,280
2021-04-19 18:00,62.73333333,85,100,50,280
2021-04-19 19:00,56.36666667,35,100,50,280
2021-04-19 20:00,59.1,105,100,50,280
2021-04-19 21:00,63.86666667,190,100,50,280
2021-04-19 22:00,55.76666667,200,100,50,280
2021-04-19 23:00,53.5,75,100,50,280
2021-04-20 0:00,63.33333333,145,0,50,220
2021-04-20 1:00,64.86666667,160,0,50,220
2021-04-20 2:00,55.13333333,235,0,50,220
2021-04-20 3:00,64.7,20,0,50,220
2021-04-20 4:00,63.2,190,0,50,220
2021-04-20 5:00,63.83333333,195,0,50,220
2021-04-20 6:00,53.96666667,160,0,50,220
2021-04-20 7:00,65.3,110,0,50,220
2021-04-20 8:00,50.53333333,125,100,75,280
2021-04-20 9:00,53.43333333,70,100,75,280
2021-04-20 10:00,56.23333333,150,100,75,280
2021-04-20 11:00,54.33333333,5,100,75,280
2021-04-20 12:00,56.1,80,100,75,280
2021-04-20 13:00,62.43333333,165,100,75,280
2021-04-20 14:00,51.76666667,160,100,75,280
2021-04-20 15:00,53.6,195,100,75,280
2021-04-20 16:00,62.93333333,205,100,75,280
2021-04-20 17:00,65.2,160,100,75,280
2021-04-20 18:00,61.53333333,115,100,50,280
2021-04-20 19:00,52.33333333,240,100,50,280
2021-04-20 20:00,63.8,125,100,50,280
2021-04-20 21:00,63.83333333,180,100,50,280
2021-04-20 22:00,58.56666667,30,100,50,280
2021-04-20 23:00,51.23333333,75,100,50,280
2021-04-21 0:00,56.8,180,0,50,220
2021-04-21 1:00,62.36666667,180,0,50,220
2021-04-21 2:00,56.56666667,85,0,50,220
2021-04-21 3:00,50.36666667,10,0,50,220
2021-04-21 4:00,64.23333333,170,0,50,220
2021-04-21 5:00,50.03333333,230,0,50,220
2021-04-21 6:00,58.16666667,80,0,50,220
